"game_id","game_date","player_id","career_atbats","career_avg","career_homeruns","career_obp","career_ops","career_rbi","career_slg","career_strikeouts","recent_atbats","recent_avg","recent_homeruns","recent_obp","recent_ops","recent_rbi","recent_slg","recent_strikeouts"
"717787","2023/06/13","595281","3.077","0.286","0.06","0.335","0.772","0.346","0.438","0.728","1.92","0.119","0.04","0.22","0.469","0.11","0.249","0.48"
"717787","2023/06/13","683002","2.631","0.204","0.077","0.328","0.671","0.261","0.344","0.972","3.41","0.356","0.41","0.393","1.093","0.96","0.701","0.86"
"717787","2023/06/13","668939","3.236","0.261","0.133","0.391","0.842","0.446","0.451","0.677","4.04","0.245","0.03","0.319","0.61","0.14","0.291","0.84"
"717787","2023/06/13","623993","3.516","0.238","0.164","0.327","0.763","0.538","0.436","0.917","3.97","0.221","0.05","0.27","0.687","0.56","0.418","0.76"
"717787","2023/06/13","656811","2.272","0.261","0.105","0.354","0.783","0.407","0.429","0.63","3.07","0.432","0.28","0.443","1.308","0.73","0.866","0.87"
"717787","2023/06/13","669720","3.494","0.282","0.15","0.325","0.806","0.463","0.481","0.835","3.84","0.255","0.13","0.295","0.743","0.68","0.448","0.98"
"717787","2023/06/13","543305","2.64","0.203","0.053","0.287","0.572","0.213","0.284","0.754","2.89","0.286","0.08","0.473","0.929","0.4","0.456","0.63"
"717787","2023/06/13","624428","3.218","0.239","0.084","0.306","0.682","0.35","0.376","0.351","3.94","0.157","0.11","0.199","0.538","0.5","0.339","0.74"
"717787","2023/06/13","602104","3.014","0.277","0.051","0.335","0.742","0.395","0.407","0.857","3.14","0.301","0.1","0.308","0.787","0.39","0.479","0.86"
"717787","2023/06/13","622761","3.008","0.238","0.092","0.285","0.673","0.383","0.388","0.764","3.04","0.193","0","0.193","0.42","0.24","0.228","0.95"
"717783","2023/06/13","571657","3.144","0.287","0.153","0.322","0.835","0.587","0.513","0.769","2.15","0.15","0","0.168","0.318","0","0.15","0.62"
"717783","2023/06/13","608336","2.882","0.199","0.206","0.306","0.766","0.471","0.461","1.165","3.25","0.113","0.08","0.3","0.473","0.08","0.173","2.11"
"717783","2023/06/13","572191","2.898","0.23","0.106","0.274","0.666","0.352","0.392","0.957","2.93","0.269","0.24","0.296","0.863","0.52","0.567","0.98"
"717781","2023/06/13","664774","2.872","0.218","0.133","0.338","0.738","0.379","0.401","0.706","3.63","0.282","0.07","0.375","0.817","0.36","0.442","0.8"
"717781","2023/06/13","592626","3.012","0.276","0.16","0.388","0.924","0.577","0.537","0.816","3.31","0.405","0.37","0.456","1.349","0.95","0.892","0.61"
"717781","2023/06/13","605204","3.035","0.263","0.133","0.329","0.767","0.473","0.438","0.991","3.38","0.275","0","0.359","0.75","0.45","0.391","0.8"
"717781","2023/06/13","624424","3.374","0.212","0.211","0.324","0.761","0.511","0.437","1.008","3.42","0.223","0.13","0.324","0.668","0.68","0.344","0.89"
"717781","2023/06/13","571745","3.606","0.24","0.115","0.281","0.653","0.456","0.373","1.114","3.85","0.237","0.03","0.309","0.659","0.48","0.35","0.93"
"717781","2023/06/13","573262","3.338","0.219","0.129","0.293","0.689","0.367","0.395","0.966","2.67","0.14","0.04","0.298","0.553","0.1","0.256","0.83"
"717781","2023/06/13","672275","1.53","0.283","0.028","0.317","0.744","0.149","0.427","0.353","3.75","0.302","0.07","0.353","0.853","0.66","0.5","1.28"
"717781","2023/06/13","543063","3.163","0.205","0.121","0.282","0.628","0.452","0.346","0.851","2.9","0.285","0","0.363","0.833","0.34","0.469","0.72"
"717781","2023/06/13","680977","2.57","0.223","0.089","0.3","0.631","0.284","0.331","0.476","3.6","0.251","0.07","0.332","0.672","0.21","0.34","0.5"
"717781","2023/06/13","502671","3.625","0.281","0.19","0.375","0.873","0.542","0.497","0.879","4.09","0.249","0.15","0.275","0.663","0.45","0.389","1.17"
"717781","2023/06/13","669357","2.955","0.257","0.203","0.333","0.845","0.656","0.513","0.955","3.27","0.18","0.15","0.192","0.499","0.4","0.307","1.73"
"717781","2023/06/13","571448","3.72","0.294","0.192","0.335","0.845","0.674","0.51","0.738","3.6","0.367","0.32","0.423","1.17","0.79","0.747","0.29"
"717781","2023/06/13","575929","3.401","0.243","0.123","0.32","0.727","0.491","0.407","0.897","3.26","0.1","0.17","0.196","0.446","0.17","0.25","0.9"
"717781","2023/06/13","666185","3.069","0.254","0.081","0.304","0.704","0.434","0.4","0.808","3.17","0.305","0.15","0.387","0.896","0.42","0.509","0.68"
"717781","2023/06/13","691023","2.702","0.205","0.095","0.217","0.533","0.407","0.316","0.905","3.44","0.331","0.17","0.398","0.894","0.48","0.497","0.5"
"717781","2023/06/13","657557","3.116","0.229","0.228","0.321","0.794","0.541","0.472","0.897","3.6","0.181","0.12","0.22","0.511","0.2","0.291","1.05"
"717781","2023/06/13","669242","3.383","0.234","0.094","0.308","0.677","0.369","0.369","0.604","3.56","0.102","0","0.177","0.318","0.11","0.142","0.54"
"717776","2023/06/13","641313","3.913","0.265","0.029","0.297","0.626","0.274","0.329","0.757","4.22","0.266","0","0.288","0.63","0.14","0.342","0.88"
"717776","2023/06/13","643217","3.41","0.253","0.036","0.319","0.66","0.302","0.341","0.584","2.95","0.309","0","0.422","0.752","0.09","0.329","0.29"
"717776","2023/06/13","673357","3.676","0.275","0.199","0.312","0.819","0.558","0.507","0.979","3.91","0.267","0.21","0.317","0.82","0.46","0.503","1.48"
"717776","2023/06/13","683734","3.547","0.255","0.114","0.308","0.727","0.529","0.419","0.742","3.06","0.211","0.16","0.281","0.726","0.36","0.445","0.48"
"717772","2023/06/13","608070","2.959","0.238","0.11","0.288","0.691","0.454","0.403","0.376","4.51","0.314","0.41","0.345","1.004","1.01","0.659","0.5"
"717772","2023/06/13","647304","3.283","0.235","0.137","0.285","0.673","0.61","0.388","0.649","3.85","0.453","0.05","0.491","1.094","1.18","0.603","0.41"
"717772","2023/06/13","605137","3.353","0.24","0.126","0.337","0.748","0.511","0.41","0.774","3.54","0.264","0.19","0.301","0.793","0.7","0.492","0.91"
"717772","2023/06/13","671289","2.06","0.146","0","0.211","0.371","0.132","0.161","0.218","2.21","0.282","0","0.296","0.701","0.22","0.405","0.4"
"717772","2023/06/13","686823","2.202","0.191","0.041","0.205","0.479","0.276","0.275","0.382","3.96","0.36","0.16","0.383","0.961","0.62","0.579","0.66"
"717772","2023/06/13","664702","3.079","0.253","0.013","0.319","0.656","0.22","0.338","0.586","3.73","0.244","0","0.297","0.616","0.09","0.318","0.96"
"717772","2023/06/13","595956","2.288","0.156","0.014","0.201","0.435","0.183","0.234","0.64","3.07","0.164","0","0.164","0.346","0.26","0.182","0.88"
"717772","2023/06/13","665487","3.722","0.281","0.226","0.344","0.876","0.543","0.533","0.899","4.09","0.355","0.27","0.396","1.036","1.06","0.639","0.68"
"717772","2023/06/13","665742","3.365","0.288","0.181","0.426","0.944","0.521","0.517","0.809","3.83","0.206","0.01","0.276","0.531","0.66","0.256","0.72"
"717772","2023/06/13","592518","3.692","0.272","0.152","0.315","0.755","0.558","0.44","0.884","3.93","0.225","0.1","0.28","0.611","0.26","0.332","0.8"
"717772","2023/06/13","593428","3.557","0.267","0.116","0.349","0.769","0.415","0.42","0.675","3.93","0.269","0.03","0.307","0.664","0.27","0.357","0.91"
"717772","2023/06/13","630105","3.405","0.255","0.106","0.343","0.796","0.415","0.453","0.761","3.82","0.233","0.15","0.295","0.688","0.5","0.393","0.79"
"717772","2023/06/13","596142","3.243","0.189","0.155","0.27","0.642","0.446","0.373","1.055","3.59","0.213","0.37","0.253","0.795","0.95","0.542","1.25"
"717772","2023/06/13","572761","2.494","0.211","0.092","0.332","0.727","0.525","0.394","0.772","3.16","0.182","0.02","0.241","0.502","0.47","0.26","0.89"
"717772","2023/06/13","673490","3.172","0.224","0.084","0.287","0.638","0.368","0.351","0.8","2.82","0.221","0","0.37","0.665","0.24","0.295","0.96"
"717772","2023/06/13","663757","3.146","0.201","0.123","0.3","0.689","0.392","0.389","0.992","3.24","0.193","0.12","0.277","0.635","0.22","0.358","1.13"
"717773","2023/06/13","650333","3.538","0.339","0.023","0.384","0.797","0.324","0.413","0.251","4.04","0.414","0","0.426","0.896","0.67","0.47","0.27"
"717772","2023/06/13","642708","3.84","0.244","0.075","0.277","0.646","0.366","0.369","0.869","3.69","0.28","0","0.343","0.711","0.42","0.367","0.44"
"717773","2023/06/13","624585","3.469","0.23","0.216","0.305","0.779","0.487","0.474","0.979","3.22","0.251","0.28","0.391","0.892","0.39","0.501","0.95"
"717773","2023/06/13","650559","3.225","0.271","0.101","0.319","0.749","0.358","0.43","0.89","3.85","0.241","0.11","0.312","0.755","1.06","0.443","0.89"
"717773","2023/06/13","643265","3.424","0.263","0.091","0.303","0.682","0.474","0.379","1.028","3.31","0.28","0.25","0.31","0.886","0.54","0.577","1.34"
"717773","2023/06/13","516416","3.373","0.231","0.031","0.283","0.583","0.225","0.3","0.577","3.42","0.145","0.11","0.228","0.475","0.41","0.247","0.28"
"717773","2023/06/13","542932","2.999","0.243","0.05","0.343","0.671","0.248","0.328","0.728","2.41","0.106","0","0.123","0.274","0.2","0.151","0.49"
"717773","2023/06/13","607732","2.891","0.166","0.019","0.246","0.468","0.201","0.221","0.659","2.86","0.217","0","0.297","0.601","0.29","0.303","0.83"
"717773","2023/06/13","641658","2.566","0.191","0.031","0.221","0.532","0.176","0.311","0.721","1.93","0.194","0","0.372","0.566","0.12","0.194","0.46"
"717773","2023/06/13","641487","3.273","0.234","0.038","0.343","0.659","0.349","0.316","0.657","3.97","0.262","0.02","0.348","0.68","0.14","0.332","0.57"
"717773","2023/06/13","677594","3.477","0.256","0.153","0.333","0.785","0.473","0.452","1.026","4.2","0.257","0.26","0.297","0.735","0.76","0.438","1.3"
"717776","2023/06/13","660162","3.523","0.251","0.109","0.314","0.721","0.414","0.406","0.862","3.54","0.131","0.09","0.236","0.47","0.15","0.234","1.37"
"717776","2023/06/13","669394","2.845","0.246","0.214","0.289","0.815","0.54","0.525","1.006","3.24","0.212","0.23","0.224","0.8","0.68","0.576","1.19"
"717776","2023/06/13","518735","3.081","0.237","0.096","0.333","0.706","0.345","0.372","0.77","3.08","0.199","0.13","0.241","0.582","0.33","0.341","0.56"
"717776","2023/06/13","657757","2.793","0.242","0.152","0.302","0.728","0.449","0.426","0.592","2.5","0.138","0.04","0.203","0.398","0.26","0.195","0.67"
"717776","2023/06/13","663853","2.47","0.211","0.104","0.235","0.652","0.366","0.416","0.851","2.97","0.163","0.16","0.19","0.533","0.48","0.343","1.21"
"717776","2023/06/13","605141","3.642","0.267","0.231","0.358","0.898","0.566","0.539","0.725","4.18","0.315","0.41","0.381","0.96","0.81","0.579","0.51"
"717776","2023/06/13","518692","3.658","0.311","0.174","0.387","0.914","0.607","0.526","0.659","3.89","0.407","0.35","0.446","1.148","0.98","0.702","0.61"
"717776","2023/06/13","669257","3.44","0.28","0.176","0.377","0.859","0.685","0.482","0.452","3.24","0.196","0.14","0.288","0.671","0.41","0.383","0.86"
"717776","2023/06/13","518792","2.633","0.184","0.092","0.267","0.603","0.237","0.336","0.681","2.8","0.23","0.22","0.251","0.731","0.34","0.48","0.51"
"717776","2023/06/13","502110","3.597","0.254","0.179","0.302","0.779","0.63","0.477","1.043","3.85","0.258","0.45","0.279","1.013","1.07","0.734","1.34"
"717776","2023/06/13","444482","2.866","0.213","0.072","0.281","0.61","0.41","0.329","0.535","3.23","0.365","0.11","0.368","0.883","0.51","0.515","0.48"
"717776","2023/06/13","678246","2.551","0.168","0.063","0.271","0.558","0.334","0.287","0.739","3.05","0.199","0.12","0.3","0.685","0.33","0.385","0.77"
"717776","2023/06/13","681546","2.629","0.284","0.159","0.373","0.919","0.573","0.546","0.981","2.51","0.144","0","0.241","0.422","0.18","0.181","1.27"
"717776","2023/06/13","621035","3.075","0.196","0.159","0.272","0.694","0.435","0.422","1.204","2.84","0.189","0.19","0.23","0.587","0.22","0.357","1.17"
"717774","2023/06/13","677551","3.735","0.281","0.124","0.342","0.798","0.5","0.457","0.534","3.81","0.268","0.11","0.302","0.731","0.46","0.428","0.21"
"717774","2023/06/13","623912","3.271","0.303","0.122","0.333","0.783","0.45","0.45","0.676","3.21","0.429","0.13","0.471","1.067","0.69","0.596","0.66"
"717774","2023/06/13","668227","3.535","0.281","0.195","0.37","0.876","0.698","0.507","0.992","3.11","0.233","0.08","0.426","0.759","0.39","0.333","0.98"
"717774","2023/06/13","670623","2.98","0.207","0.112","0.283","0.625","0.51","0.342","0.572","3.21","0.168","0.31","0.272","0.757","0.92","0.485","0.82"
"717774","2023/06/13","642350","2.744","0.211","0.16","0.28","0.696","0.383","0.416","0.943","3.53","0.172","0.31","0.212","0.704","0.73","0.492","1.81"
"717774","2023/06/13","670764","2.869","0.203","0.128","0.281","0.661","0.395","0.38","0.801","3.4","0.112","0","0.213","0.369","0.29","0.156","1.1"
