Betting Day,Date,Home Team,Away Team,Bet,American Odds,Decimal Odds,Result,running W,n. bets,running % wins,1st positive threshold,2nd positive threshold,1st negative threshold,2nd negative threshold,RC,Risk,P/L
283,4/8/2024,Mets,Angels,Angels,130,2.3,W,564,"1,141",0.4943,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.43
283,4/8/2024,Phillies,Mariners,Mariners,105,2.05,L,564,"1,142",0.4939,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
283,4/8/2024,Cardinals,Cubs,Cardinals,130,2.3,L,564,"1,143",0.4934,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
284,5/8/2024,Diamonbacks,Guardians,Diamondbacks,-111,1.9,W,565,"1,144",0.4939,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.99
284,5/8/2024,Reds,Marlins,Marlins,125,2.25,L,565,"1,145",0.4934,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
284,5/8/2024,Mets,Cardinals,Mets,100,2,W,566,"1,146",0.4939,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.10
285,6/8/2024,Orioles,Blue Jays,Blue Jays,131,2.31,W,567,"1,147",0.4943,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.44
285,6/8/2024,Reds,Marlins,Marlins,118,2.18,L,567,"1,148",0.4939,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
285,6/8/2024,Twins,Cubs,Cubs,-104,1.96,W,568,"1,149",0.4943,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.06
285,6/8/2024,Mets,Rockies,Rockies,134,2.34,W,569,"1,150",0.4948,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.47
286,7/8/2024,Diamonbacks,Guardians,Diamondbacks,-100,2,W,570,"1,151",0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.10
286,7/8/2024,Red Sox,Royals,Red Sox,123,2.23,L,570,"1,152",0.4948,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
286,7/8/2024,Tigers,Mariners,Tigers,125,2.25,W,571,"1,153",0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.38
286,7/8/2024,Twins,Cubs,Cubs,127,2.27,W,572,"1,154",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.40
286,7/8/2024,Giants,Nationals,Nationals,143,2.43,L,572,"1,155",0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
286,7/8/2024,Rays,Cardinals,Cardinals,-102,1.98,W,573,"1,156",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.08
287,8/8/2024,Mets,Rockies,Rockies,138,2.38,L,573,"1,157",0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
287,8/8/2024,Phillies,Diamondbacks,Phillies,121,2.21,W,574,"1,158",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.33
287,8/8/2024,Giants,Nationals,Giants,-112,1.89,W,575,"1,159",0.4961,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.98
288,9/8/2024,Orioles,Rays,Rays,123,2.23,L,575,"1,160",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
288,9/8/2024,Astros,Red Sox,Astros,120,2.2,W,576,"1,161",0.4961,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.32
288,9/8/2024,Mets,Mariners,Mets,119,2.19,L,576,"1,162",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
288,9/8/2024,Athletics,Blue Jays,Athletics,140,2.4,L,576,"1,163",0.4953,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
288,9/8/2024,Cardinals,Royals,Cardinals,104,2.04,W,577,"1,164",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.14
289,10/8/2024,Guardians,Twins,Guardians,110,2.1,W,578,"1,165",0.4961,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.21
289,10/8/2024,Angels,Nationals,Angels,-104,1.96,L,578,"1,166",0.4957,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
289,10/8/2024,Phillies,Diamondbacks,Phillies,-111,1.9,W,579,"1,167",0.4961,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.99
289,10/8/2024,Pirates,Dodgers,Dodgers,-103,1.97,W,580,"1,168",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.07
289,10/8/2024,Rangers,Yankees,Rangers,143,2.43,L,580,"1,169",0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
290,11/8/2024,Guardians,Twins,Guardians,108,2.08,W,581,"1,170",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.19
290,11/8/2024,Athletics,Blue Jays,Athletics,139,2.39,W,582,"1,171",0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.53
291,12/8/2024,Braves,Giants,Braves,101,2.01,W,583,"1,172",0.4974,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.11
291,12/8/2024,Cubs,Guardians,Cubs,111,2.11,W,584,"1,173",0.4979,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.22
291,12/8/2024,Astros,Rays,Rays,115,2.15,L,584,"1,174",0.4974,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
291,12/8/2024,Royals,Twins,Royals,145,2.45,L,584,"1,175",0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
291,12/8/2024,Dodgers,Brewers,Brewers,-103,1.97,L,584,"1,176",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
291,12/8/2024,Cardinals,Reds,Reds,125,2.25,W,585,"1,177",0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.38
292,13/08/2024,Braves,Giants,Braves,-101,1.99,W,586,"1,178",0.4975,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.09
292,13/08/2024,Cubs,Guardians,Cubs,138,2.38,L,586,"1,179",0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
292,13/08/2024,Dodgers,Brewers,Brewers,104,2.04,L,586,"1,180",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
292,13/08/2024,Mariners,Tigers,Tigers,-115,1.87,W,587,"1,181",0.497,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.96
292,13/08/2024,Rangers,Red Sox,Rangers,130,2.3,L,587,"1,182",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
293,14/08/2024,Cubs,Guardians,Cubs,119,2.19,L,587,"1,183",0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
293,14/08/2024,Royals,Twins,Royals,101,2.01,W,588,"1,184",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.11
294,15/08/2024,Braves,Giants,Braves,101,2.01,L,588,"1,185",0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
294,15/08/2024,Dodgers,brewers,Brewers,119,2.19,W,589,"1,186",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.31
294,15/08/2024,Twins,Rangers,Twins,-109,1.92,W,590,"1,187",0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.01
295,16/08/2024,Guardians,Brewers,Guardians,-103,1.97,L,590,"1,188",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
295,16/08/2024,Twins,Rangers,Twins,110,2.1,W,591,"1,189",0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.21
296,17/08/2024,Red Sox,Orioles,Orioles,-105,1.95,L,591,"1,190",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
296,17/08/2024,Dodgers,Cardinals,Dodgers,-115,1.87,L,591,"1,191",0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
296,17/08/2024,Mariners,Pirates,Pirates,131,2.31,W,592,"1,192",0.4966,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.44
297,18/08/2024,Red Sox,Orioles,Red Sox,116,2.16,L,592,"1,193",0.4962,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
297,18/08/2024,Royals,Reds,Reds,-104,1.96,L,592,"1,194",0.4958,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
297,18/08/2024,Yankees,Tigers,Yankees,115,2.15,L,592,"1,195",0.4954,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
298,19/08/2024,Rays,Athletics,Athletics,110,2.1,W,593,"1,196",0.4958,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.21
299,20/08/2024,Red Sox,Astros,Astros,-105,1.95,L,593,"1,197",0.4954,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
299,20/08/2024,Guardians,Yankees,Guardians,134,2.34,W,594,"1,198",0.4958,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.47
299,20/08/2024,Brewers,Cardinals,Cardinals,-113,1.88,L,594,"1,199",0.4954,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
299,20/08/2024,Twins,Padres,Padres,105,2.05,W,595,"1,200",0.4958,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.16
299,20/08/2024,Phillies,Braves,Braves,136,2.36,W,596,"1,201",0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.50
300,21/08/2024,Orioles,Mets,Orioles,116,2.16,L,596,"1,202",0.4958,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
300,21/08/2024,Brewers,Cardinals,Cardinals,-112,1.89,W,597,"1,203",0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.98
300,21/08/2024,Twins,Padres,Padres,-115,1.87,L,597,"1,204",0.4958,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
300,21/08/2024,Phillies,Braves,Braves,101,2.01,L,597,"1,205",0.4954,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
300,21/08/2024,Rays,Athletics,Rays,-120,1.83,W,598,"1,206",0.4959,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.91
301,22/08/2024,Astros,Orioles,Astros,139,2.39,W,599,"1,207",0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.53
301,22/08/2024,Brewers,Cardinals,Cardinals,117,2.17,W,600,"1,208",0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.29
301,22/08/2024,Mets,Padres,Mets,140,2.4,W,601,"1,209",0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.54
301,22/08/2024,Phillies,Braves,Phillies,102,2.02,L,601,"1,210",0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
302,23/08/2024,Reds,Pirates,Pirates,-113,1.88,W,602,"1,211",0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.97
302,23/08/2024,Astros,Orioles,Orioles,113,2.13,W,603,"1,212",0.4975,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.24
302,23/08/2024,Rangers,Guardians,Rangers,126,2.26,W,604,"1,213",0.4979,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.39
303,24/08/2024,Astros,Orioles,Astros,-104,1.96,L,604,"1,214",0.4975,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
303,24/08/2024,Brewers,Athletics,Athletics,111,2.11,L,604,"1,215",0.4971,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
303,24/08/2024,Giants,Mariners,Mariners,-107,1.93,L,604,"1,216",0.4967,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
303,24/08/2024,Cardinals,Twins,Cardinals,125,2.25,L,604,"1,217",0.4963,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
303,24/08/2024,Rangers,Guardians,Rangers,117,2.17,L,604,"1,218",0.4959,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
304,25/08/2024,Reds,Pirates,Pirates,-101,1.99,W,605,"1,219",0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.09
304,25/08/2024,Brewers,Athletics,Athletics,132,2.32,W,606,"1,220",0.4967,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.45
304,25/08/2024,Mets,Padres,Padres,-113,1.88,W,607,"1,221",0.4971,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.97
304,25/08/2024,Cardinals,Twins,Cardinals,130,2.3,W,608,"1,222",0.4975,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.43
305,26/08/2024,Braves,Twins,Twins,-110,1.91,L,608,"1,223",0.4971,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
305,26/08/2024,Padres,Cardinals,Padres,111,2.11,W,609,"1,224",0.4975,0.5025,0.5075,0.4975,0.4925,0,1,1.11
306,27/08/2024,Braves,Twins,Twins,-104,1.96,L,609,"1,225",0.4971,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
306,27/08/2024,Angels,Tigers,Angels,139,2.39,L,609,"1,226",0.4967,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
306,27/08/2024,Mets,Diamondbacks,Mets,-103,1.97,W,610,"1,227",0.4971,0.5025,0.5075,0.4975,0.4925,0,1,0.97
306,27/08/2024,Giants,Brewers,Giants,104,2.04,W,611,"1,228",0.4976,0.5025,0.5075,0.4975,0.4925,0,1,1.04
307,28/08/2024,Orioles,Dodgers,Orioles,101,2.01,L,611,"1,229",0.4972,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
307,28/08/2024,Astros,Phillies,Phillies,106,2.06,L,611,"1,230",0.4967,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
308,29/08/2024,Mets,Diamondbacks,Diamondbacks,-115,1.87,L,611,"1,231",0.4963,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
308,29/08/2024,Padres,Cardinals,Padres,102,2.02,L,611,"1,232",0.4959,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
309,30/08/2024,Orioles,Rockies,Rockies,122,2.22,L,611,"1,233",0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
309,30/08/2024,Brewers,Reds,Reds,108,2.08,L,611,"1,234",0.4951,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
309,30/08/2024,Padres,Rays,Padres,113,2.13,W,612,"1,235",0.4955,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.24
310,31/08/2024,Royals,Astros,Royals,119,2.19,L,612,"1,236",0.4951,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
310,31/08/2024,Dodgers,Diamondbacks,Diamondbacks,123,2.23,L,612,"1,237",0.4947,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
310,31/08/2024,Padres,Rays,Padres,114,2.14,L,612,"1,238",0.4943,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
310,31/08/2024,Mariners,Angels,Angels,145,2.45,W,613,"1,239",0.4948,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.60
311,1/9/2024,Royals,Astros,Royals,146,2.46,L,613,"1,240",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
312,2/9/2024,Dodgers,Diamondbacks,Diamondbacks,121,2.21,L,613,"1,241",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
312,2/9/2024,Pirates,Cubs,Pirates,133,2.33,W,614,"1,242",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.46
313,3/9/2024,Diamonbacks,Giants,Diamondbacks,-105,1.95,W,615,"1,243",0.4948,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.05
313,3/9/2024,Guardians,Royals,Royals,110,2.1,L,615,"1,244",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
313,3/9/2024,Twins,Rays,Twins,-101,1.99,L,615,"1,245",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
314,4/9/2024,Red Sox,Mets,Red Sox,-108,1.93,W,616,"1,246",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.02
314,4/9/2024,Yankees,Rangers,Rangers,101,2.01,W,617,"1,247",0.4948,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.11
315,5/9/2024,Giants,Diamondbacks,Diamondbacks,137,2.37,L,617,"1,248",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
316,6/9/2024,Rays,Twins,Rays,132,2.32,L,617,"1,249",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
316,6/9/2024,Athletics,Mariners,Athletics,127,2.27,L,617,"1,250",0.4936,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
316,6/9/2024,Dodgers,Guardians,Guardians,133,2.33,W,618,"1,251",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.46
317,7/9/2024,Athletics,Tigers,Athletics,141,2.41,W,619,"1,252",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.55
317,7/9/2024,Cubs,Yankees,Cubs,115,2.15,L,619,"1,253",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
317,7/9/2024,Cardinals,Mariners,Cardinals,-101,1.99,L,619,"1,254",0.4936,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
317,7/9/2024,Astros,Diamondbacks,Diamondbacks,141,2.41,L,619,"1,255",0.4932,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
318,8/9/2024,Royals,Twins,Royals,121,2.21,W,620,"1,256",0.4936,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.33
318,8/9/2024,Cardinals,Mariners,Cardinals,118,2.18,W,621,"1,257",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.30
318,8/9/2024,Cubs,Yankees,Cubs,141,2.41,W,622,"1,258",0.4944,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.55
319,9/9/2024,Cardinals,Mariners,Cardinals,118,2.18,L,622,"1,259",0.494,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
319,9/9/2024,Red Sox,Orioles,Orioles,109,2.09,L,622,"1,260",0.4937,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
320,11/9/2024,Red Sox,Orioles,Orioles,124,2.24,L,622,"1,261",0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
320,11/9/2024,Mariners,Padres,Mariners,103,2.03,W,623,"1,262",0.4937,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.13
321,12/9/2024,Giants,Brewers,Giants,119,2.19,L,623,"1,263",0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
322,13/09/2024,Rockies,Cubs,Rockies,133,2.33,W,624,"1,264",0.4937,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.46
322,13/09/2024,Blue Jays,Cardinals,Cardinals,115,2.15,L,624,"1,265",0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
323,14/09/2024,Rockies,Cubs,Rockies,126,2.26,W,625,"1,266",0.4937,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.39
323,14/09/2024,Pirates,Royals,Pirates,104,2.04,L,625,"1,267",0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
323,14/09/2024,Blue Jays,Cardinals,Cardinals,118,2.18,L,625,"1,268",0.4929,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
324,17/09/2024,Rays,Red Sox,Rays,116,2.16,W,626,"1,269",0.4933,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.28
324,17/09/2024,Rangers,Blue Jays,Blue Jays,119,2.19,L,626,"1,270",0.4929,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
325,18/09/2024,Royals,Tigers,Royals,123,2.23,L,626,"1,271",0.4925,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
325,18/09/2024,Mariners,Yankees,Mariners,106,2.06,L,626,"1,272",0.4921,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
325,18/09/2024,Brewers,Phillies,Phillies,102,2.02,L,626,"1,273",0.4918,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
326,19/09/2024,Brewers,Diamondbacks,Diamondbacks,-114,1.88,W,627,"1,274",0.4922,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.32
327,21/09/2024,Brewers,Diamondbacks,Diamondbacks,105,2.05,W,628,"1,275",0.4925,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.58
328,22/09/2024,Royals,Giants,Royals,100,2,L,628,"1,276",0.4922,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
328,22/09/2024,Mets,Phillies,Mets,126,2.26,W,629,"1,277",0.4926,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.39
329,24/09/2024,Braves,Mets,Mets,127,2.27,L,629,"1,278",0.4922,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
330,27/09/2024,Diamonbacks,Padres,Diamondbacks,-119,1.82,L,629,"1,279",0.4918,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
331,2/10/2024,Padres,Braves,Padres,-116,1.86,W,630,"1,280",0.4922,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.29
332,6/10/2024,Dodgers,Padres,Padres,133,2.33,W,631,"1,281",0.4926,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.00
333,7/10/2024,Guardians,Tigers,Guardians,118,2.18,L,631,"1,282",0.4922,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
334,8/10/2024,Mets,Phillies,Mets,-101,1.99,W,632,"1,283",0.4926,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.49
335,9/10/2024,Mets,Phillies,Phillies,110,2.1,L,632,"1,284",0.4922,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
